,issuer,period,cik,title,trans_date,trans_code,equity_involved,shares,price,acc_disp,owner_nature,post_shares,post_values,shares_notes,price_notes
12,72971,2012-01-25,1201222,"Common Stock, $1 2/3 Par Value",2012-01-20,G,False,5000.0,0.0,D,I,175048.0,,,
13,72971,2012-01-25,1201222,"Common Stock, $1 2/3 Par Value",2012-01-25,M,False,54914.0,28.98,A,I,229962.0,,,
14,72971,2012-01-25,1201222,"Common Stock, $1 2/3 Par Value",2012-01-25,F,False,53598.0,30.2,D,I,176364.0,,,
15,72971,2012-01-31,1452637,"Common Stock, $1 2/3 Par Value",2012-01-31,S,False,43000.0,29.253,D,D,64842.0,,,
16,72971,2012-02-03,1360758,"Common Stock, $1 2/3 Par Value",2012-02-03,M,False,16527.0,29.29,A,I,98500.0,,,
17,72971,2012-02-03,1360758,"Common Stock, $1 2/3 Par Value",2012-02-03,F,False,16077.0,30.63,D,I,82423.0,,,
18,72971,2012-02-14,1527028,"Common Stock, $1 2/3 Par Value",2012-02-14,S,False,4815.0,30.2006,D,I,21820.0,,,"The price reported in Column 4 is a weighted average price.  These shares were sold in multiple transactions at prices ranging from $30.1939 to $30.214, inclusive.  The reporting person undertakes to provide to Wells Fargo & Company, any security holder of Wells Fargo & Company, or the staff of the Securities and Exchange Commission, upon request, full information regarding the number of shares sold at each seperate price within the ranges set forth in footnote (1) to this Form 4."
19,72971,2012-02-14,1527028,"Common Stock, $1 2/3 Par Value",2012-02-14,S,False,4069.0,30.0962,D,I,10357.0,,,"The price reported in Column 4 is a weighted average price.  These shares were sold in multiple transactions at prices ranging from $30.0726 to $30.135, inclusive.  The reporting person undertakes to provide to Wells Fargo & Company, any security holder of Wells Fargo & Company, or the staff of the Securities and Exchange Commission, upon request, full information regarding the number of shares sold at each seperate price within the ranges set forth in footnote (2) to this Form 4."
20,72971,2012-02-16,1527028,"Common Stock, $1 2/3 Par Value",2012-02-16,S,False,4450.015,30.17,D,D,0.0,,Includes the following shares acquired through Wells Fargo & Company's dividend reinvestment plan:  20.967 shares on 9/1/2011 and 20.73 shares on 12/1/2011.,
21,72971,2012-02-21,1201222,"Common Stock, $1 2/3 Par Value",2012-02-21,M,False,54312.0,29.52,A,I,230676.0,,,
22,72971,2012-02-21,1201222,"Common Stock, $1 2/3 Par Value",2012-02-21,F,False,52711.0,30.96,D,I,177965.0,,,
23,72971,2012-02-27,1527028,"Common Stock, $1 2/3 Par Value",2012-02-27,M,False,34000.0,13.05,A,D,34000.0,,,
24,72971,2012-02-27,1527028,"Common Stock, $1 2/3 Par Value",2012-02-27,F,False,6392.0,31.03,D,D,27608.0,,,
25,72971,2012-02-29,1201666,"Common Stock, $1 2/3 Par Value",2012-02-29,M,False,80000.0,13.05,A,D,168401.0,,,
26,72971,2012-02-29,1201666,"Common Stock, $1 2/3 Par Value",2012-02-29,F,False,51959.0,31.29,D,D,116442.0,,,
27,72971,2012-03-01,1527028,"Common Stock, $1 2/3 Par Value",2012-03-01,S,False,27608.0,31.6429,D,D,0.0,,,"The price reported in Column 4 is a weighted average price. These shares were sold in multiple transactions at prices ranging from $31.64 to $31.65, inclusive. The reporting person undertakes to provide to Wells Fargo & Company, any security holder of Wells Fargo & Company, or the staff of the Securities and Exchange Commission, upon request, full information regarding the number of shares sold at each seperate price within the ranges set forth in footnote (1) to this Form 4."
28,72971,2012-03-01,1332215,"Common Stock, $1 2/3 Par Value",2012-03-01,M,False,3874.0,31.54,A,D,27552.675,,Fractional number of phantom stock units paid out in whole number shares.,
29,72971,2012-03-01,1360758,"Common Stock, $1 2/3 Par Value",2012-03-01,M,False,8.0,31.54,A,I,82431.0,,,
30,72971,2012-03-01,1360758,"Common Stock, $1 2/3 Par Value",2012-03-01,F,False,3.0,31.54,D,I,82428.0,,,
31,72971,2012-03-15,1232064,"Common Stock, $1 2/3 Par Value",2012-03-15,M,False,1806.5271,0.0,A,D,91931.5271,,"Number of shares represents a Restricted Share Right (""RSR"") vesting on 3/15/2012.  Original grant date was 2/22/2011.  This vesting represents one-third of the original amount of RSRs granted (plus dividend equivalents reinvested in additional RSRs).",
32,72971,2012-03-15,1232064,"Common Stock, $1 2/3 Par Value",2012-03-15,F,False,741.5271,34.07,D,D,91190.0,,,
33,72971,2012-03-15,1201222,"Common Stock, $1 2/3 Par Value",2012-03-15,M,False,3346.3048,0.0,A,I,181311.3048,,"Number of shares represents a Restricted Share Right (""RSR"") vesting on 3/15/2012.  Original grant date was 2/23/2010.  This vesting represents one-third of the original amount of RSRs granted (plus dividend equivalents reinvested in additional RSRs).",
34,72971,2012-03-15,1201222,"Common Stock, $1 2/3 Par Value",2012-03-15,F,False,1514.3048,34.07,D,I,179797.0,,,
35,72971,2012-03-15,1201222,"Common Stock, $1 2/3 Par Value",2012-03-15,M,False,5418.5613,0.0,A,I,185215.5613,,Number of shares represents a RSR vesting on 3/15/2012.  Original grant date was 2/22/2011.  This vesting represents one-third of the original amount of RSRs granted (plus dividend equivalents reinvested in additional RSRs).,
36,72971,2012-03-15,1201222,"Common Stock, $1 2/3 Par Value",2012-03-15,F,False,2451.5613,34.07,D,I,182764.0,,,
37,72971,2012-03-15,1527028,"Common Stock, $1 2/3 Par Value",2012-03-15,M,False,778.7836,0.0,A,D,778.7836,,"Number of shares represents a Restricted Share Right (""RSR"") vesting on 3/15/2012.  Original grant date was 2/23/2010.  This vesting represents one-third of the original amount of RSRs granted (plus dividend equivalents reinvested in additional RSRs).",
38,72971,2012-03-15,1527028,"Common Stock, $1 2/3 Par Value",2012-03-15,F,False,330.7836,34.07,D,D,448.0,,,
39,72971,2012-03-15,1527028,"Common Stock, $1 2/3 Par Value",2012-03-15,M,False,723.2229,0.0,A,D,1171.2229,,Number of shares represents a RSR vesting on 3/15/2012.  Original grant date was 2/22/2011.  This vesting represents one-third of the original amount of RSRs granted (plus dividend equivalents reinvested in additional RSRs).,
40,72971,2012-03-15,1527028,"Common Stock, $1 2/3 Par Value",2012-03-15,F,False,307.2229,34.07,D,D,864.0,,,
41,72971,2012-03-15,1201226,"Common Stock, $1 2/3 Par Value",2012-03-15,M,False,3612.0342,0.0,A,I,470893.0342,,"Number of shares represents a Restricted Share Right (""RSR"") vesting on 3/15/2012.  Original grant date was 2/22/2011.  This vesting represents one-third of the original amount of RSRs granted (plus dividend equivalents reinvested in additional RSRs).",
42,72971,2012-03-15,1201226,"Common Stock, $1 2/3 Par Value",2012-03-15,F,False,1634.0342,34.07,D,I,469259.0,,,
43,72971,2012-03-15,1201666,"Common Stock, $1 2/3 Par Value",2012-03-15,M,False,1464.0723,0.0,A,D,117906.0723,,"Number of shares represents a Restricted Share Right (""RSR"") vesting on 3/15/2011.  Original grant date was 2/23/2010.  This vesting represents one-third of the original amount of RSRs granted (plus dividend equivalents reinvested in additional RSRs).",
44,72971,2012-03-15,1201666,"Common Stock, $1 2/3 Par Value",2012-03-15,F,False,684.0723,34.07,D,D,117222.0,,,
45,72971,2012-03-15,1201666,"Common Stock, $1 2/3 Par Value",2012-03-15,M,False,1264.8751,0.0,A,D,118486.8751,,Number of shares represents a RSR vesting on 3/15/2012.  Original grant date was 2/22/2011.  This vesting represents one-third of the original amount of RSRs granted (plus dividend equivalents reinvested in additional RSRs).,
46,72971,2012-03-15,1201666,"Common Stock, $1 2/3 Par Value",2012-03-15,F,False,590.8751,34.07,D,D,117896.0,,,
47,72971,2012-03-15,1360758,"Common Stock, $1 2/3 Par Value",2012-03-15,M,False,836.3196,0.0,A,I,83264.3196,,"Number of shares represents a Restricted Share Right (""RSR"") vesting on 3/15/2012.  Original grant date was 2/23/2010.  This vesting represents one-third of the original amount of RSRs granted (plus dividend equivalents reinvested in additional RSRs).",
48,72971,2012-03-15,1360758,"Common Stock, $1 2/3 Par Value",2012-03-15,F,False,295.3196,34.07,D,I,82969.0,,,
49,72971,2012-03-15,1360758,"Common Stock, $1 2/3 Par Value",2012-03-15,M,False,1806.5271,0.0,A,I,84775.5271,,Number of shares represents a RSR vesting on 3/15/2012.  Original grant date was 2/22/2011.  This vesting represents one-third of the original amount of RSRs granted (plus dividend equivalents reinvested in additional RSRs).,
50,72971,2012-03-15,1360758,"Common Stock, $1 2/3 Par Value",2012-03-15,F,False,652.5271,34.07,D,I,84123.0,,,
51,72971,2012-03-15,1331834,"Common Stock, $1 2/3 Par Value",2012-03-15,M,False,3346.3048,0.0,A,I,73498.3048,,"Number of shares represents a Restricted Share Right (""RSR"") vesting on 3/15/2012.  Original grant date was 2/23/2010.  This vesting represents one-third of the original amount of RSRs granted (plus dividend equivalents reinvested in additional RSRs).",
52,72971,2012-03-15,1331834,"Common Stock, $1 2/3 Par Value",2012-03-15,F,False,1421.3048,34.07,D,I,72077.0,,,
53,72971,2012-03-15,1331834,"Common Stock, $1 2/3 Par Value",2012-03-15,M,False,1581.0938,0.0,A,I,73658.0938,,Number of shares represents a RSR vesting on 3/15/2012.  Original grant date was 2/22/2011.  This vesting represents one-third of the original amount of RSRs granted (plus dividend equivalents reinvested in additional RSRs).,
54,72971,2012-03-15,1331834,"Common Stock, $1 2/3 Par Value",2012-03-15,F,False,672.0938,34.07,D,I,72986.0,,,
55,72971,2012-03-15,1502510,"Common Stock, $1 2/3 Par Value",2012-03-15,M,False,12340.3335,0.0,A,D,81433.3335,,"Number of shares represents a Restricted Share Right (""RSR"") vesting on 3/15/2012.  Original grant date was 2/23/2010.  This vesting represents one-third of the original amount of RSRs granted (plus dividend equivalents reinvested in additional RSRs).",
56,72971,2012-03-15,1502510,"Common Stock, $1 2/3 Par Value",2012-03-15,F,False,5761.3335,34.07,D,D,75672.0,,,
57,72971,2012-03-15,1502510,"Common Stock, $1 2/3 Par Value",2012-03-15,M,False,7765.7205,0.0,A,D,83437.7205,,Number of shares represents a RSR vesting on 3/15/2012.  Original grant date was 2/22/2011.  This vesting represents one-third of the original amount of RSRs granted (plus dividend equivalents reinvested in additional RSRs).,
58,72971,2012-03-15,1502510,"Common Stock, $1 2/3 Par Value",2012-03-15,F,False,3625.7205,34.07,D,D,79812.0,,,
59,72971,2012-03-15,1274257,"Common Stock, $1 2/3 Par Value",2012-03-15,M,False,1088.0371,0.0,A,D,93301.0371,,"Number of shares represents a Restricted Share Right (""RSR"") vesting on 3/15/2012.  Original grant date was 2/23/2010.  This vesting represents one-third of the original amount of RSRs granted (plus dividend equivalents reinvested in additional RSRs).",
60,72971,2012-03-15,1274257,"Common Stock, $1 2/3 Par Value",2012-03-15,F,False,384.0371,34.07,D,D,92917.0,,,
61,72971,2012-03-15,1274257,"Common Stock, $1 2/3 Par Value",2012-03-15,M,False,3612.0342,0.0,A,D,96529.0342,,Number of shares represents a RSR vesting on 3/15/2012.  Original grant date was 2/22/2011.  This vesting represents one-third of the original amount of RSRs granted (plus dividend equivalents reinvested in additional RSRs).,
62,72971,2012-03-15,1274257,"Common Stock, $1 2/3 Par Value",2012-03-15,F,False,1488.0342,34.07,D,D,95041.0,,,
63,72971,2012-03-15,1201258,"Common Stock, $1 2/3 Par Value",2012-03-15,M,False,8307.3727,0.0,A,I,233906.3727,,"Number of shares represents a Restricted Share Right (""RSR"") vesting on 3/15/2012.  Original grant date was 2/22/2011.  This vesting represents one-third of the original amount of RSRs granted (plus dividend equivalents reinvested in additional RSRs).",
64,72971,2012-03-15,1201258,"Common Stock, $1 2/3 Par Value",2012-03-15,F,False,3758.3727,34.07,D,I,230148.0,,,
65,72971,2012-03-15,1201261,"Common Stock, $1 2/3 Par Value",2012-03-15,M,False,4183.6516,0.0,A,I,263803.4216,,"Number of shares represents a Restricted Share Right (""RSR"") vesting on 3/15/2012.  Original grant date was 2/23/2010.  This vesting represents one-third of the original amount of RSRs granted (plus dividend equivalents reinvested in additional RSRs).",
66,72971,2012-03-15,1201261,"Common Stock, $1 2/3 Par Value",2012-03-15,F,False,1953.6516,34.07,D,I,261849.77,,,
67,72971,2012-03-15,1201261,"Common Stock, $1 2/3 Par Value",2012-03-15,M,False,849.7104,0.0,A,I,262699.4804,,Number of shares represents a RSR vesting on 3/15/2012.  Original grant date was 2/22/2011.  This vesting represents one-third of the original amount of RSRs granted (plus dividend equivalents reinvested in additional RSRs).,
68,72971,2012-03-15,1201261,"Common Stock, $1 2/3 Par Value",2012-03-15,F,False,396.7104,34.07,D,I,262302.77,,,
69,72971,2012-03-01,1360758,"Common Stock, $1 2/3 Par Value",2012-03-01,M,False,7.0,31.54,A,I,82430.0,,Amount amended to reflect a difference of one share received from a deferred compensation distribution on 3/1/2012.,
70,72971,2012-03-01,1360758,"Common Stock, $1 2/3 Par Value",2012-03-01,F,False,4.0,31.54,D,I,82426.0,,Amount amended to reflect an additional share withheld for taxes from a deferred compensation distribution on 3/1/2012.,
71,72971,2012-04-16,1164401,"Common Stock, $1 2/3 Par Value",2012-04-16,M,False,6398.0,25.11,A,D,46102.322,,,
72,72971,2012-04-16,1164401,"Common Stock, $1 2/3 Par Value",2012-04-16,F,False,4846.0,33.15,D,D,41256.322,,,
73,72971,2012-04-16,1121357,"Common Stock, $1 2/3 Par Value",2012-04-16,M,False,6398.0,25.11,A,I,91156.0,,,
74,72971,2012-04-16,1121357,"Common Stock, $1 2/3 Par Value",2012-04-16,F,False,4846.0,33.15,D,I,86310.0,,,
75,72971,2012-04-16,1112671,"Common Stock, $1 2/3 Par Value",2012-04-16,M,False,5303.0,30.29,A,D,74484.0,,,
76,72971,2012-04-16,1112671,"Common Stock, $1 2/3 Par Value",2012-04-16,F,False,4845.0,33.15,D,D,69639.0,,,
77,72971,2012-04-17,1217310,"Common Stock, $1 2/3 Par Value",2012-04-17,M,False,6398.0,25.11,A,D,13269.0,,,
78,72971,2012-04-17,1217310,"Common Stock, $1 2/3 Par Value",2012-04-17,F,False,4770.0,33.68,D,D,8499.0,,,
79,72971,2012-04-17,1180477,"Common Stock, $1 2/3 Par Value",2012-04-17,M,False,6398.0,25.11,A,D,20240.0,,,
80,72971,2012-04-17,1180477,"Common Stock, $1 2/3 Par Value",2012-04-17,F,False,4770.0,33.68,D,D,15470.0,,,
81,72971,2012-04-24,1190089,"Common Stock, $1 2/3 Par Value",2012-04-24,A,False,4536.0,0.0,A,D,27489.0,,,
82,72971,2012-04-24,1082030,"Common Stock, $1 2/3 Par Value",2012-04-24,A,False,4536.0,0.0,A,D,16850.0,,,
83,72971,2012-04-24,1042343,"Common Stock, $1 2/3 Par Value",2012-04-24,A,False,4536.0,0.0,A,D,11831.0,,,
84,72971,2012-04-24,1164401,"Common Stock, $1 2/3 Par Value",2012-04-24,A,False,4536.0,0.0,A,D,45792.322,,,
85,72971,2012-04-24,1180477,"Common Stock, $1 2/3 Par Value",2012-04-24,A,False,4536.0,0.0,A,D,20006.0,,,
86,72971,2012-04-24,1112671,"Common Stock, $1 2/3 Par Value",2012-04-24,A,False,4536.0,0.0,A,D,74175.0,,,
87,72971,2012-04-26,1232064,"Common Stock, $1 2/3 Par Value",2012-04-26,M,False,235973.0,13.05,A,D,327163.0,,,
88,72971,2012-04-26,1232064,"Common Stock, $1 2/3 Par Value",2012-04-26,F,False,152540.0,33.84,D,D,174623.0,,,
89,72971,2012-04-26,1232064,"Common Stock, $1 2/3 Par Value",2012-04-27,S,False,48700.0,33.8855,D,D,125923.0,,,"The price reported in Column 4 is a weighted average price. These shares were sold in multiple transactions at prices ranging from $33.87 to $33.895, inclusive. The reporting person undertakes to provide to Wells Fargo & Company, any security holder of Wells Fargo & Company, or the staff of the Securities and Exchange Commission, upon request, full information regarding the number of shares sold at each seperate price within the ranges set forth in footnote (1) to this Form 4."
90,72971,2012-04-26,1201226,"Common Stock, $1 2/3 Par Value",2012-04-26,M,False,97000.0,22.62,A,I,566259.0,,,
91,72971,2012-04-26,1201226,"Common Stock, $1 2/3 Par Value",2012-04-26,F,False,79850.0,33.84,D,I,486409.0,,,
92,72971,2012-04-27,1527028,"Common Stock, $1 2/3 Par Value",2012-04-27,M,False,69000.0,13.05,A,D,69000.0,,,
93,72971,2012-04-27,1527028,"Common Stock, $1 2/3 Par Value",2012-04-27,F,False,17971.0,33.77,D,D,51029.0,,,
94,72971,2012-05-07,1452637,"Common Stock, $1 2/3 Par Value",2012-05-07,M,False,41100.0,22.62,A,D,105942.0,,,
95,72971,2012-05-07,1452637,"Common Stock, $1 2/3 Par Value",2012-05-07,F,False,33450.0,33.5,D,D,72492.0,,,
96,72971,2012-05-07,1452637,"Common Stock, $1 2/3 Par Value",2012-05-07,M,False,12433.0,27.32,A,D,84925.0,,,
97,72971,2012-05-07,1452637,"Common Stock, $1 2/3 Par Value",2012-05-07,F,False,11118.0,33.5,D,D,73807.0,,,
98,72971,2012-05-09,1527028,"Common Stock, $1 2/3 Par Value",2012-05-09,S,False,21820.0,32.6705,D,I,0.0,,,
99,72971,2012-05-09,1527028,"Common Stock, $1 2/3 Par Value",2012-05-09,S,False,29209.0,32.5691,D,I,33041.0,,,"The price reported in Column 4 is a weighted average price. These shares were sold in multiple transactions at prices ranging from $32.56223 to $32.61, inclusive. The reporting person undertakes to provide to Wells Fargo & Company, any security holder of Wells Fargo & Company, or the staff of the Securities and Exchange Commission, upon request, full information regarding the number of shares sold at each seperate price within the ranges set forth in footnote (1) to this Form 4."
100,72971,2012-05-15,1527028,"Common Stock, $1 2/3 Par Value",2012-05-15,M,False,35666.0,13.05,A,D,35666.0,,,
101,72971,2012-05-15,1527028,"Common Stock, $1 2/3 Par Value",2012-05-15,F,False,9011.0,32.24,D,D,26655.0,,,
102,72971,2012-05-16,1201226,"Common Stock, $1 2/3 Par Value",2012-05-16,G,False,1940.0,0.0,D,I,484469.0,,,
103,72971,2012-07-01,1201226,"Common Stock, $1 2/3 Par Value",2012-07-01,M,False,46407.8245,0.0,A,I,530876.8245,,"Number of shares represents a Restricted Share Right (""RSR"") vesting on 7/1/2012.  Original grant date was 2/24/2009.  This vesting represents 30% of the original amount of RSRs granted (plus dividend equivalents reinvested in additional RSRs).",
104,72971,2012-07-01,1201226,"Common Stock, $1 2/3 Par Value",2012-07-01,F,False,21663.8245,33.44,D,I,509213.0,,,
105,72971,2012-07-01,1201261,"Common Stock, $1 2/3 Par Value",2012-07-01,M,False,32724.3285,0.0,A,I,295027.0985,,"Number of shares represents a Restricted Share Right (""RSR"") vesting on 7/1/2012.  Original grant date was 2/24/2009.  This vesting represents 30% of the original amount of RSRs granted (plus dividend equivalents reinvested in additional RSRs).",
106,72971,2012-07-01,1201261,"Common Stock, $1 2/3 Par Value",2012-07-01,F,False,15276.3285,33.44,D,I,279750.77,,,
107,72971,2012-07-16,1201226,"Common Stock, $1 2/3 Par Value",2012-07-16,M,False,281464.0,22.62,A,I,790677.0,,,
108,72971,2012-07-16,1201226,"Common Stock, $1 2/3 Par Value",2012-07-16,F,False,231173.0,34.02,D,I,559504.0,,,
109,72971,2012-07-16,1527028,"Common Stock, $1 2/3 Par Value",2012-07-16,S,False,21000.0,34.18,D,I,38696.0,,,
110,72971,2012-07-16,1452637,"Common Stock, $1 2/3 Par Value",2012-07-16,S,False,6000.0,34.1555,D,D,67807.0,,,
111,72971,2012-07-18,1201261,"Common Stock, $1 2/3 Par Value",2012-07-18,M,False,48818.0,30.495,A,I,328568.77,,,
112,72971,2012-07-18,1201261,"Common Stock, $1 2/3 Par Value",2012-07-18,F,False,46162.0,33.96,D,I,282406.77,,,
113,72971,2012-07-18,1201261,"Common Stock, $1 2/3 Par Value",2012-07-18,M,False,216300.0,28.43,A,I,498706.77,,,
114,72971,2012-07-18,1201261,"Common Stock, $1 2/3 Par Value",2012-07-18,F,False,197519.0,33.96,D,I,301187.77,,,
115,72971,2012-07-19,1360758,"Common Stock, $1 2/3 Par Value",2012-07-19,M,False,69333.0,13.05,A,I,153454.0,,,
116,72971,2012-07-19,1360758,"Common Stock, $1 2/3 Par Value",2012-07-19,F,False,46362.0,34.15,D,I,107092.0,,,
117,72971,2012-07-20,1502510,"Common Stock, $1 2/3 Par Value",2012-07-20,M,False,70599.0,22.62,A,D,150411.0,,,
118,72971,2012-07-20,1502510,"Common Stock, $1 2/3 Par Value",2012-07-20,F,False,58140.0,33.81,D,D,92271.0,,,
119,72971,2012-07-25,1527028,"Common Stock, $1 2/3 Par Value",2012-07-25,M,False,35620.0,29.905,A,D,35620.0,,,
120,72971,2012-07-25,1527028,"Common Stock, $1 2/3 Par Value",2012-07-25,F,False,1484.0,33.16,D,D,34136.0,,,
121,72971,2012-07-26,1331834,"Common Stock, $1 2/3 Par Value",2012-07-26,M,False,90000.0,13.05,A,I,162986.0,,,
122,72971,2012-07-26,1331834,"Common Stock, $1 2/3 Par Value",2012-07-26,F,False,60555.0,33.77,D,I,102431.0,,,
123,72971,2012-07-26,1331834,"Common Stock, $1 2/3 Par Value",2012-07-26,M,False,24778.0,28.94,A,I,127209.0,,,
124,72971,2012-07-26,1331834,"Common Stock, $1 2/3 Par Value",2012-07-26,F,False,22888.0,33.77,D,I,104321.0,,,
125,72971,2012-07-27,1274257,"Common Stock, $1 2/3 Par Value",2012-07-27,S,False,30000.0,33.9071,D,D,65041.0,,,"The price reported in Column 4 is a weighted average price.  These shares were sold in multiple transactions at prices ranging from $33.90 to $33.915, inclusive.  The reporting person undertakes to provide to Wells Fargo & Company, any security holder of Wells Fargo & Company, or the staff of the Securities and Exchange Commission, upon request, full information regarding the number of shares sold at each seperate price within the ranges set forth in footnote (1) to this Form 4."
126,72971,2012-07-27,1360758,"Common Stock, $1 2/3 Par Value",2012-07-27,S,False,24673.0,34.0192,D,I,82419.0,,,
127,72971,2012-07-31,1331834,"Common Stock, $1 2/3 Par Value",2012-07-31,S,False,35000.0,33.8555,D,I,69321.0,,,
128,72971,2012-08-03,1201226,"Common Stock, $1 2/3 Par Value",2012-08-03,G,False,1500.0,0.0,D,I,558004.0,,,
129,72971,2012-08-03,1201258,"Common Stock, $1 2/3 Par Value",2012-08-03,M,False,37756.439,0.0,A,I,267904.439,,"Number of shares represents a Restricted Share Right (""RSR"") vesting on 8/3/2012.  Original grant date was 8/3/2009.  This vesting represents one-third of the original amount of RSRs granted (plus dividend equivalents reinvested in additional RSRs).",
130,72971,2012-08-03,1201258,"Common Stock, $1 2/3 Par Value",2012-08-03,F,False,17077.439,34.34,D,I,250827.0,,,
131,72971,2012-08-06,1527028,"Common Stock, $1 2/3 Par Value",2012-08-06,S,False,34000.0,34.3019,D,I,38832.0,,,
132,72971,2012-08-10,1201222,"Depositary Shares, Pfd, Series N",2012-08-10,P,False,8000.0,25.1,A,I,8000.0,,,
133,72971,2012-08-17,1201222,"Common Stock, $1 2/3 Par Value",2012-08-17,M,False,111864.0,31.285,A,I,294628.0,,,
134,72971,2012-08-17,1201222,"Common Stock, $1 2/3 Par Value",2012-08-17,F,False,107052.0,34.03,D,I,187576.0,,,
135,72971,2012-09-07,1201222,"Common Stock, $1 2/3 Par Value",2012-09-07,G,False,2250.0,0.0,D,I,185326.0,,,
136,72971,2012-09-07,1201222,"Common Stock, $1 2/3 Par Value",2012-09-10,G,False,1500.0,0.0,D,I,183826.0,,,
137,72971,2012-09-14,1527028,"Common Stock, $1 2/3 Par Value",2012-09-14,M,False,7060.0,33.825,A,D,7060.0,,,
138,72971,2012-09-14,1527028,"Common Stock, $1 2/3 Par Value",2012-09-14,F,False,191.0,36.13,D,D,6869.0,,,
139,72971,2012-09-28,1331834,"Common Stock, $1 2/3 Par Value",2012-09-28,G,False,942.0,0.0,D,I,68379.0,,,
140,72971,2012-10-17,1204994,"Common Stock, $1 2/3 Par Value",2012-10-17,P,False,10000.0,33.96,A,I,10000.0,,,
141,72971,2012-10-19,1527028,"Common Stock, $1 2/3 Par Value",2012-10-19,M,False,50000.0,31.4,A,D,50000.0,,,
142,72971,2012-10-19,1527028,"Common Stock, $1 2/3 Par Value",2012-10-19,F,False,1817.0,34.34,D,D,48183.0,,,
143,72971,2012-10-24,1201222,"Common Stock, $1 2/3 Par Value",2012-10-24,M,False,180000.0,13.05,A,I,363826.0,,,
144,72971,2012-10-24,1201222,"Common Stock, $1 2/3 Par Value",2012-10-24,F,False,121166.0,33.72,D,I,242660.0,,,
145,72971,2012-10-25,1164401,"Common Stock, $1 2/3 Par Value",2012-10-25,M,False,7840.0,28.195,A,D,53761.444,,,
146,72971,2012-10-25,1164401,"Common Stock, $1 2/3 Par Value",2012-10-25,F,False,6489.0,34.06,D,D,47272.444,,,
147,72971,2012-10-25,1164401,"Common Stock, $1 2/3 Par Value",2012-10-25,M,False,8870.0,23.475,A,D,56142.444,,,
148,72971,2012-10-25,1164401,"Common Stock, $1 2/3 Par Value",2012-10-25,F,False,6113.0,34.06,D,D,50029.444,,,
149,72971,2012-10-26,1217310,"Common Stock, $1 2/3 Par Value",2012-10-26,M,False,2856.0,28.195,A,D,11355.0,,,
150,72971,2012-10-26,1217310,"Common Stock, $1 2/3 Par Value",2012-10-26,F,False,2370.0,33.97,D,D,8985.0,,,
151,72971,2012-10-26,1217310,"Common Stock, $1 2/3 Par Value",2012-10-26,M,False,8870.0,23.475,A,D,17855.0,,,
152,72971,2012-10-26,1217310,"Common Stock, $1 2/3 Par Value",2012-10-26,F,False,6129.0,33.97,D,D,11726.0,,,
153,72971,2012-10-26,1527028,"Common Stock, $1 2/3 Par Value",2012-10-26,S,False,37968.0,33.84,D,I,55916.0,,,
154,72971,2012-10-31,1042343,"Common Stock, $1 2/3 Par Value",2012-10-31,M,False,7840.0,28.195,A,D,19671.0,,,
155,72971,2012-10-31,1042343,"Common Stock, $1 2/3 Par Value",2012-10-31,F,False,6561.0,33.69,D,D,13110.0,,,
156,72971,2012-10-31,1232064,"Common Stock, $1 2/3 Par Value",2012-10-31,M,False,40175.0,13.05,A,D,166098.0,,,
